"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"day_pct[4,13]",0.00183987578160424,9.13918768996634e-05,0.00200853108988285,0.000169477071087931,0.000652038980095174,0.00122698644838351,0.00232142263413971,0.00685255128240295,482.994209522382,1.01469475288532
"day_pct[4,14]",0.00376016253294367,4.84135171216173e-05,0.00219593936473204,0.000961576031965857,0.00220258330391733,0.0033692810165542,0.00469951771003502,0.00939160634998374,2057.34639352681,1.00043864014942
"day_pct[4,15]",0.00360993121095421,0.000145666798458153,0.00440404365103992,0.000311675228739358,0.00113716788927362,0.00224449386388907,0.00443195603312106,0.0151950405569745,914.075522502567,1.00895621662816
"day_pct[4,16]",0.00394207260891821,0.000199942702283028,0.00487725714441728,0.000309925489451375,0.00130898309947138,0.00250871618169901,0.00473654772262124,0.0158755644690231,595.031822130917,1.00475120798756
"day_pct[4,17]",0.00443056521198881,0.000176124325396853,0.00533380677052716,0.000400006843527836,0.00147045429649726,0.00271990634409477,0.00555927483442202,0.0166507295258209,917.140498830606,1.00299398513153
"day_pct[4,18]",0.00460475247706512,0.000159502657739462,0.00537423638089437,0.000430996013251016,0.00155277972385708,0.00296430804002257,0.00568954742033239,0.0180140135411267,1135.26613023225,1.0031210920477
"day_pct[4,19]",0.00705886553423895,0.000224840836372659,0.00744477734424285,0.000692397974783545,0.00246805219909172,0.00477277954996027,0.00890213294367485,0.027315119193232,1096.35964822763,1.00476599391605
"day_pct[4,20]",0.00929178180374939,0.000463151565809988,0.00963779420021991,0.000871378179668405,0.00321430843433899,0.00608982659317489,0.0119354792171725,0.0356536554785025,433.021064696287,1.01428392000215
"day_pct[4,21]",0.0284473449326259,0.000211959160832861,0.00945027600283958,0.0139039714009168,0.0215184676785163,0.0271587235362657,0.0336309661439033,0.0515309873460794,1987.85454164626,0.998396351063093
"day_pct[4,22]",0.0227520844057265,0.00112521100189174,0.0213479817631861,0.00243487298726031,0.00864472952697381,0.0163157718891625,0.0293358102410183,0.0791495703720925,359.952924564959,1.01649416616917
"day_pct[4,23]",0.021525448593279,0.000512944950462462,0.0185853981030105,0.00260553446322136,0.00907477740379527,0.0164084689996546,0.0273067146877414,0.0702769892639473,1312.81103519028,1.00984975716257
"day_pct[4,24]",0.0186968604037499,0.000453562531861178,0.0173573524333899,0.0022632548662958,0.00744303305301867,0.0139256892332792,0.0234992540070133,0.0658997539314767,1464.51094444701,1.00167930413002
"day_pct[4,25]",0.0239995002037663,0.000534242670778346,0.0221117726310278,0.00285321675572469,0.00977636925626115,0.0177424316818045,0.0303437049412918,0.0873350956576697,1713.04974402703,1.00145850085144
"day_pct[4,26]",0.0198303368679644,0.000432777849652156,0.0177888750338517,0.00267985782369693,0.00810235093838737,0.0144987153065874,0.0253553326439152,0.067543670769465,1689.53393451114,0.999532680485696
"day_pct[4,27]",0.029661670554147,0.000692545606206675,0.0238902965125841,0.00535094882551529,0.0147787990878536,0.0237048305843609,0.0368886299184103,0.0879250547910346,1189.99825197766,1.00024374458956
"day_pct[4,28]",0.0241178073572101,0.000192805235627482,0.00866715326930817,0.0111951171967971,0.0180704764504517,0.022911286318177,0.0286850881863288,0.0443786743735744,2020.76265542735,1.00113383764439
