date,year,site,set_num,time_in,time_out,SthdW,SthdH,BullTrout,Chinook,Sucker,peamouth,whitefish,Bank,Comment,Mesh
2019-04-11,2019,Cable,2,9:49,10:02,2,0,0,0,0,0,0,x,none, 4 5/8''
2019-04-11,2019,Fernando,1,10:53,11:21,6,0,0,0,0,0,0,x,none, 4 5/8''
2019-04-11,2019,Fernando,2,11:40,11:59,1,0,1,0,0,0,0,x,none, 4 5/8''
2019-04-11,2019,Purr,1,12:45,12:56,4,0,1,0,0,0,0,x,none, 4 5/8''
2019-04-11,2019,Purr,2,13:24,13:44,1,0,1,0,0,0,0,x,none, 4 5/8''
2019-04-18,2019,Cable,1,8:47,9:02,5,0,0,0,0,0,0,x,none, 4 5/8''
2019-04-18,2019,Cable,2,9:07,9:22,2,0,0,0,0,0,0,x,none, 4 5/8''
2019-04-18,2019,Fernando,1,10:00,10:18,0,0,0,0,0,0,0,x,none, 4 5/8''
2019-04-18,2019,Fernando,2,10:22,10:41,0,0,0,0,0,0,0,x,none, 4 5/8''
2019-04-18,2019,Purr,1,10:46,11:05,0,0,0,0,0,0,0,x,none, 4 5/8''
2019-04-18,2019,Purr,2,11:08,11:27,0,0,1,0,0,0,0,x,none, 4 5/8''
2019-04-25,2019,Cable,1,9:50,10:05,3,0,0,0,0,0,0,x,none, 4 5/8''
2019-04-25,2019,Cable,2,10:11,10:25,0,0,0,0,0,0,0,x,none, 4 5/8''
2019-04-25,2019,Fernando,1,11:10,11:31,0,0,0,0,0,0,0,x,none, 4 5/8''
2019-04-25,2019,Fernando,2,11:37,12:00,1,0,0,0,0,0,0,x,none, 4 5/8''
2019-04-25,2019,Purr,1,12:42,13:00,3,0,0,0,0,0,0,x,none, 4 5/8''
2019-04-25,2019,Purr,2,13:07,13:27,0,0,0,0,0,0,0,x,none, 4 5/8''
2020-02-19,2020,Cable,1,9:54,10:07,1,0,0,0,0,0,0,x,none, 4 5/8''
2020-02-19,2020,Cable,2,10:11,10:25,0,0,0,0,0,0,0,x,Back to launch for gear, 4 5/8''
2020-02-19,2020,Fernando,3,10:57,11:19,1,0,0,0,0,0,0,x,none, 4 5/8''
2020-02-19,2020,Fernando,4,11:24,11:51,0,0,2,0,0,0,0,x,none, 4 5/8''
2020-02-19,2020,Purr,5,12:43,13:00,14,0,1,0,0,0,0,x,none, 4 5/8''
2020-02-19,2020,Purr,6,13:18,13:38,0,0,0,0,0,0,0,x,none, 4 5/8''
2020-02-27,2020,N. Cable,1,9:27,9:42,3,0,0,0,0,0,0,x,, 4 5/8''
2020-02-27,2020,N. Cable,2,9:58,10:11,1,0,0,0,0,0,0,x,, 4 5/8''
2020-02-27,2020,Fernando,3,10:53,11:19,8,1,2,0,0,0,0,x,,4.625
2020-02-27,2020,Fernando,4,11:40,12:11,2,0,1,0,0,0,0,x,,4.625
2020-02-27,2020,Purr,5,13:00,13:49,4,0,0,0,0,0,0,x,,4.625
2020-02-27,2020,Purr,6,13:57,14:15,1,0,0,0,0,0,0,x,,4.625
2020-03-04,2020,N. Cable,1,9:59,10:13,7,0,0,0,0,0,0,x,none, 4 5/8''
2020-03-04,2020,N. Cable,2,10:29,10:42,0,0,0,0,0,0,0,x,none, 4 5/8''
2020-03-04,2020,Fernando,3,11:38,11:58,6,0,2,0,0,0,0,x,none, 4 5/8''
2020-03-04,2020,Fernando,4,11:38,11:58,6,0,2,0,0,0,0,x,none, 4 5/8''
2020-03-04,2020,Purr,5,13:51,13:52,3,0,0,0,0,0,0,x,none, 4 5/8''
2020-03-04,2020,Purr,6,14:17,14:37,2,0,0,0,0,0,0,x,none, 4 5/8''
2020-03-11,2020,N. Cable,1,8:35,8:49,1,0,0,0,0,0,0,x,none, 4 5/8''
2020-03-11,2020,N. Cable,2,8:54,9:11,1,0,0,0,0,0,0,x,none, 4 5/8''
2020-03-11,2020,Fernando,3,9:44,10:00,0,0,0,0,0,0,0,x,none,4.625
2020-03-11,2020,Fernando,4,10:04,10:27,2,0,0,0,0,0,0,x,none,4.625
2020-03-11,2020,Purr,5,10:56,11:14,2,0,0,0,0,0,0,x,none,4.625
2020-03-11,2020,Purr,6,11:19,11:38,0,0,0,0,0,0,0,x,none,4.625
2020-02-19,2020,Cable,1,9:54,10:07,1,0,0,0,0,0,0,x,none, 4 5/8''
2020-02-19,2020,Cable,2,10:11,10:25,0,0,0,0,0,0,0,x,none, 4 5/8''
2020-02-19,2020,Fernando,3,10:57,11:19,1,0,0,0,0,0,0,x,none, 4 5/8''
2020-02-19,2020,Fernando,4,11:24,11:51,0,0,2,0,0,0,0,x,none, 4 5/8''
2020-02-19,2020,Purr,5,12:43,13:00,14,0,1,0,0,0,0,x,none, 4 5/8''
2020-02-19,2020,Purr,6,13:18,13:38,0,0,0,0,0,0,0,x,none, 4 5/8''
2020-02-27,2020,N. Cable,1,9:27,9:42,3,0,0,0,0,0,0,x,none, 4 5/8''
2020-02-27,2020,N. Cable,2,9:58,10:11,1,0,0,0,0,0,0,x,none, 4 5/8''
2020-02-27,2020,Fernando,3,10:53,11:19,8,1,2,0,0,0,0,x,none, 4 5/8''
2020-02-27,2020,Fernando,4,11:40,12:11,2,0,1,0,0,0,0,x,none, 4 5/8''
2020-02-27,2020,Purr,5,13:00,13:49,4,0,0,0,0,0,0,x,none, 4 5/8''
2020-02-27,2020,Purr,6,13:57,14:15,1,0,0,0,0,0,0,x,none, 4 5/8''
2020-03-04,2020,N. Cable,1,9:59,10:13,7,0,0,0,0,0,0,x,none, 4 5/8''
2020-03-04,2020,N. Cable,2,10:29,10:42,0,0,0,0,0,0,0,x,none, 4 5/8''
2020-03-04,2020,Fernando,3,11:38,11:58,6,0,2,0,0,0,0,x,none, 4 5/8''
2020-03-04,2020,Fernando,4,11:38,11:58,6,0,2,0,0,0,0,x,none, 4 5/8''
2020-03-04,2020,Purr,5,13:51,13:52,3,0,0,0,0,0,0,x,none, 4 5/8''
2020-03-04,2020,Purr,6,14:17,14:37,2,0,0,0,0,0,0,x,none, 4 5/8''
2020-03-11,2020,N. Cable,1,8:35,8:49,1,0,0,0,0,0,0,x,none, 4 5/8''
2020-03-11,2020,N. Cable,2,8:54,9:11,1,0,0,0,0,0,0,x,none, 4 5/8''
2020-03-11,2020,Fernando,3,9:44,10:00,0,0,0,0,0,0,0,x,none, 4 5/8''
2020-03-11,2020,Fernando,4,10:04,10:27,2,0,0,0,0,0,0,x,none, 4 5/8''
2020-03-11,2020,Purr,5,10:56,11:14,2,0,0,0,0,0,0,x,none, 4 5/8''
2020-03-11,2020,Purr,6,11:19,11:38,0,0,0,0,0,0,0,x,none, 4 5/8''
2020-03-18,2020,Cable,1,9:33,9:52,6,0,0,0,0,0,0,x,none, 4 5/8''
2020-03-18,2020,Cable,2,10:08,10:27,1,0,1,0,0,0,0,x,none, 4 5/8''
2020-03-18,2020,Fernando,3,11:13,11:28,17,0,0,0,0,0,0,x,none, 4 5/8''
2020-03-18,2020,Fernando,4,11:46,12:12,2,0,0,0,0,0,0,x,none, 4 5/8''
2020-03-18,2020,Purr,5,13:24,13:45,5,0,0,0,0,0,0,x,none, 4 5/8''
2020-03-18,2020,Purr,6,13:58,14:20,4,0,3,0,0,0,0,x,none, 4 5/8''
